6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,06
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,06
8.1,0.28,0.4,6.9,0.05,30,97,0.9951,3.26,0.44,10.1,06
6.3,0.3,0.34,1.6,0.049,14,132,0.994,3.3,0.49,9.5,06
8.1,0.22,0.43,1.5,0.044,28,129,0.9938,3.22,0.45,11,06
8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,05
8.6,0.23,0.4,4.2,0.035,17,109,0.9947,3.14,0.53,9.7,05
7.9,0.18,0.37,1.2,0.04,16,75,0.992,3.18,0.63,10.8,05
6.6,0.17,0.38,1.5,0.032,28,112,0.9914,3.25,0.55,11.4,07
7.4,0.34,0.42,1.1,0.033,17,171,0.9917,3.12,0.53,11.3,06
6.4,0.31,0.38,2.9,0.038,19,102,0.9912,3.17,0.35,11,07
6.6,0.27,0.41,1.3,0.052,16,142,0.9951,3.42,0.47,10,06
7.4,0.27,0.48,1.1,0.047,17,132,0.9914,3.19,0.49,11.6,06
7.2,0.32,0.36,02,0.033,37,114,0.9906,3.1,0.71,12.3,07
8.3,0.14,0.34,1.1,0.042,07,47,0.9934,3.47,0.4,10.2,06
7.4,0.25,0.36,2.05,0.05,31,100,0.992,3.19,0.44,10.8,06
6.2,0.12,0.34,1.5,0.045,43,117,0.9939,3.42,0.51,09,06
6.5,0.39,0.23,5.4,0.051,25,149,0.9934,3.24,0.35,10,05
07,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,06
6.6,0.24,0.27,1.4,0.057,33,152,0.9934,3.22,0.56,9.5,06
6.7,0.23,0.26,1.4,0.06,33,154,0.9934,3.24,0.56,9.5,06
7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,07
7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,06
6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9,07
6.9,0.25,0.35,1.3,0.039,29,191,0.9908,3.13,0.52,11,06
7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,06
7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,06
6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6,07
7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,07
07,0.32,0.34,1.3,0.042,20,69,0.9912,3.31,0.65,12,07
6.9,0.24,0.33,1.7,0.035,47,136,0.99,3.26,0.4,12.6,07
6.9,0.21,0.33,1.8,0.034,48,136,0.9899,3.25,0.41,12.6,07
7.5,0.17,0.32,1.7,0.04,51,148,0.9916,3.21,0.44,11.5,07
8.6,0.265,0.36,1.2,0.034,15,80,0.9913,2.95,0.36,11.4,07
6.9,0.33,0.28,1.3,0.051,37,187,0.9927,3.27,0.6,10.3,05
06,0.31,0.24,3.3,0.041,25,143,0.9914,3.31,0.44,11.3,06
