7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5
7.4,0.7,0,1.9,0.076,11,34,0.9978,3.51,0.56,9.4,5
7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,5
7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,5
7.1,0.71,0,1.9,0.08,14,35,0.9972,3.47,0.55,9.4,5
7.8,0.6,0.14,2.4,0.086,3,15,0.9975,3.42,0.6,10.8,6
8.8,0.61,0.3,2.8,0.088,17,46,0.9976,3.26,0.51,9.3,4
7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,5
8.8,0.4,0.4,2.2,0.079,19,52,0.998,3.44,0.64,9.2,5
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,4
9.7,0.32,0.54,2.5,0.094,28,83,0.9984,3.28,0.82,9.6,5
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5
8.8,0.41,0.64,2.2,0.093,9,42,0.9986,3.54,0.66,10.5,5
7,0.62,0.08,1.8,0.076,8,24,0.9978,3.48,0.53,9,5
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6
8.3,0.61,0.3,2.1,0.084,11,50,0.9972,3.4,0.61,10.2,6
8.1,0.545,0.18,1.9,0.08,13,35,0.9972,3.3,0.59,9,6
8,0.33,0.53,2.5,0.091,18,80,0.9976,3.37,0.8,9.6,6
10.1,0.31,0.44,2.3,0.08,22,46,0.9988,3.32,0.67,9.7,6
8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,6
7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5
8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,5
7.2,0.415,0.36,2,0.081,13,45,0.9972,3.48,0.64,9.2,5
8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,6
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6
8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6
7.5,0.52,0.42,2.3,0.087,8,38,0.9972,3.58,0.61,10.5,6
7.2,0.73,0.02,2.5,0.076,16,42,0.9972,3.44,0.52,9.3,5
7.4,0.39,0.48,2,0.082,14,67,0.9972,3.34,0.55,9.2,5
7.7,0.705,0.1,2.6,0.084,9,26,0.9976,3.39,0.49,9.7,5
6.4,0.37,0.25,1.9,0.074,21,49,0.9974,3.57,0.62,9.8,6
7.8,0.735,0.08,2.4,0.092,10,41,0.9974,3.24,0.71,9.8,6
8.6,0.645,0.25,2,0.083,8,28,0.99815,3.28,0.6,10,6
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4
9,0.82,0.14,2.6,0.089,9,23,0.9984,3.39,0.63,9.8,5
8.5,0.37,0.2,2.8,0.09,18,58,0.998,3.34,0.7,9.6,6
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6
9.4,0.34,0.37,2.2,0.075,5,13,0.998,3.22,0.62,9.2,5
8.1,0.87,0,3.3,0.096,26,61,1.00025,3.6,0.72,9.8,4
8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5
9.9,0.59,0.07,3.4,0.102,32,71,1.00015,3.31,0.71,9.8,5
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,6
10.8,0.5,0.46,2.5,0.073,5,27,1.0001,3.05,0.64,9.5,5
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,5
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,5
8.4,0.65,0.6,2.1,0.112,12,90,0.9973,3.2,0.52,9.2,5
9,0.46,0.31,2.8,0.093,19,98,0.99815,3.32,0.63,9.5,6
9.6,0.56,0.23,3.4,0.102,37,92,0.9996,3.3,0.65,10.1,5
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6
9.6,0.77,0.12,2.9,0.082,30,74,0.99865,3.3,0.64,10.4,6
9.3,0.61,0.26,3.4,0.09,25,87,0.99975,3.24,0.62,9.7,5
7.8,0.62,0.05,2.3,0.079,6,18,0.99735,3.29,0.63,9.3,5
10.3,0.59,0.42,2.8,0.09,35,73,0.999,3.28,0.7,9.5,6
7.8,0.43,0.32,2.8,0.08,29,58,0.9974,3.31,0.64,10.3,5
10.6,0.42,0.48,2.7,0.065,5,18,0.9972,3.21,0.87,11.3,6
7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5
9.1,0.785,0,2.6,0.093,11,28,0.9994,3.36,0.86,9.4,6
9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,6
7.7,0.665,0,2.4,0.09,8,19,0.9974,3.27,0.73,9.3,5
