--------
1
0,24
0,205
0,21
0,245
0,27
0,265
0,175
0,17
0,235
0,225
0,075
0,13
0,11
0,16
0,27
0,23
0,245
0,27
0,2
0,165
0,265
0,19
0,265
0,235
0,26
0,24
0,22
0,255
0,175
0,27
0,21
0,2
0,235
0,175
0,155
0,255
0,205
0,195
0,235
0,255
0,255
0,165
0,155
0,25
0,18
0,15
0,16
0,215
0,235
0,255
0,205
0,24
0,24
0,255
0,255
0,265
0,185
0,195
0,195
0,2
0,225
0,245
0,25
0,265
0,78
0,185
0,245
0,25
0,25
0,815
0,14
0,23
0,21
0,77
0,775
0,185
0,24
0,135
0,16
0,21
0,255
0,27
0,775
0,13
0,18
0,27
0,165
0,19
0,215
0,215
0,26
0,27
0,8
0,255
0,17
0,18
0,175
0,155
0,26
0,26
0,235
0,25
0,25
0,2
0,205
0,225
0,23
0,77
0,22
0,19
0,21
0,25
0,24
0,255
0,255
0,225
0,23
0,255
0,18
0,215
0,2
0,27
0,2
0,265
0,165
0,255
0,19
0,25
0,165
0,21
0,215
0,24
0,26
0,175
0,27
0,78
0,235
0,205
0,17
0,14
0,16
0,245
0,235
0,235
0,235
0,27
0,27
0,185
0,245
0,77
--------
2
0,205
0,21
0,215
0,215
0,205
0,21
0,22
0,22
0,195
0,2
0,205
0,21
0,215
0,215
0,205
0,205
0,2
0,205
0,205
0,12
0,22
0,195
0,21
0,22
0,22
0,625
0,195
0,215
0,205
0,21
0,215
0,175
0,215
0,21
0,2
0,215
0,21
0,21
0,21
0,215
0,215
0,21
0,2
0,21
0,22
0,2
0,22
0,205
0,2
0,2
0,21
0,195
0,21
0,22
0,22
0,205
0,21
0,215
0,2
0,205
0,215
0,215
0,22
0,2
0,22
0,215
0,2
0,215
0,21
0,21
0,21
0,22
0,22
0,205
0,205
0,22
0,22
0,2
0,215
0,215
--------
3
0,23
0,22
0,225
0,24
0,24
0,225
0,225
0,225
0,235
0,225
0,22
0,23
0,225
0,22
0,22
0,055
0,015
0
0,23
0,22
0,225
0,515
0,235
0,225
0,24
0,22
0,22
1,13
0,22
0,225
0,055
0,05
0,24
0,235
0,25
0,235
0,23
0,23
0,22
0,23
0,225
0,06
0,22
0,225
0,22
0,23
0,22
0,23
0,23
0,22
0,225
0,06
0,22
0,225
0,235
0,22
0,23
0,235
0
0,22
--------
4
1,959
2,141
2,55
2,124
1,9565
1,974
2,13
2,499
1,891
2,0805
1,872
2,198
1,9525
2,273
2,0045
2,103
1,9965
1,978
1,8795
2,124
1,931
2,236
2,0065
2,141
1,9335
2,173
2,1275
2,25
2,1055
1,8725
1,893
2,009
1,9805
2,125
2,1425
1,9425
2,119
1,938
2,2205
2,073
2,069
2,081
2,173
2,1
1,966
2,226
2,033
1,925
2,0475
2,0165
1,933
2,381
2,398
1,9875
1,88
2,201
2,165
2,3305
2,2355
2,3235
2,0885
2,087
1,884
2,2635
1,908
2,073
1,8745
1,978
1,9045
2,4925
1,89
1,885
2,14
1,8995
2,381
2,173
2,1505
1,9125
1,907
1,9485
--------
5
0,815
0,861
0,833
0,8515
0,8255
0,8035
0,945
0,885
0,895
0,8545
0,889
0,8
0,876
0,8145
0,96
0,8885
0,833
0,8415
0,9165
0,858
0,8445
0,802
0,919
0,805
0,83
0,818
0,813
0,8005
0,8715
0,8115
0,926
0,8745
0,83
0,8735
0,8365
0,8265
0,8875
0,8485
0,831
0,8465
0,9815
0,938
0,8345
0,8045
0,8005
0,8605
0,8985
0,871
0,8505
0,809
0,873
0,914
0,819
0,8225
0,8215
0,8195
0,844
--------
6
0,4115
0,408
0,409
0,453
0,4805
0,4105
0,42
0,405
0,399
0,4345
0,4475
0,4095
0,4205
0,48
0,4565
0,403
0,436
0,4405
0,402
0,447
0,3975
0,472
0,492
0,4075
0,442
0,3935
0,4365
0,408
0,44
0,397
0,4055
0,396
0,4035
0,3935
0,4575
0,4005
0,4395
0,4875
0,4005
0,4505
0,407
0,402
0,3965
0,401
0,422
0,402
0,394
0,4215
0,395
0,409
0,4105
0,4225
0,4095
--------
7
0,675
0,58
0,54
0,635
0,57
0,55
0,585
0,5
0,605
0,505
0,625
0,515
0,53
0,525
0,5175
0,553
0,498
0,595
0,495
0,595
0,495
0,5195
0,497
0,535
0,501
0,4935
0,6
0,725
0,51
0,665
0,525
0,61
0,53
0,58
0,565
0,525
0,515
0,505
0,555
0,513
0,54
0,505
0,4945
0,5
0,545
0,725
0,52
0,575
0,545
0,565
0,555
0,52
0,52
0,58
0,529
0,512
0,495
0,56
0,547
0,5055
0,508
0,657
