0.4313726,0,0.1495686,0,0.8,0,0,0,0,0,0.02174022,0,0.4285714,0,0
0.4117647,0.25,0.479399,0.06666667,0.5333334,0.3333333,0.1428571,0,0,0,0,0,0.4285714,0,0
0.7058824,0.25,0.5249468,0.1333333,0.4,0.1666667,0.1428571,0.2,0.25,0,0,0,0.4285714,0,0
0.2156863,0.25,0.7725357,0,0.8,0.1666667,0.2142857,0.4,0.25,1,0,0,0.4285714,0.02439024,0
0.3921569,0.25,0.6440062,0.2,0.8666667,0.1666667,0.07142857,0.4,0,1,0,0,0.4285714,0,0
0.6862745,0.125,0.4650625,0.06666667,0.5333334,0.1666667,0.07142857,0.2,0,0,0,0,0.7857143,0,1
0.4901961,0.25,0.3452104,0,0.8,0.1666667,0.07142857,0.2,0,0,0.05178052,0,0.4285714,0,1
0.254902,0,0.3018666,0,0.8,0.1666667,0.2142857,0.2,0.5,0,0,0,0.4285714,0.04878049,1
0.4509804,0.25,0.2552443,0.4666667,0.6666667,0.1666667,0.4285714,0.2,0.5,0,0,0,0.4285714,0.07317073,1
0.3333333,0.25,0.5506542,0.5333334,0.2,0.1666667,0.5,0.2,0.75,0,0,0,0.7857143,0.09756097,0
0.1568628,0.125,0.3865365,0.06666667,0.5333334,0,0.5714286,0.6,0,0,0,0,0.07142857,0,0
0.2941177,0.25,0.4105771,0.06666667,0.5333334,0,0.6428571,0.8,0,0,0,0,0.4285714,0,0
0.509804,0.125,0.662137,0.2,0.8666667,0.3333333,0.07142857,0.8,0,1,0,0,0.7857143,0,1
0.3529412,0.375,0.1479664,0.2666667,0.2666667,0.1666667,0.5714286,0.2,0.25,0,0,0,0.4285714,0,0
0.509804,0.25,0.2439379,0.1333333,0.4,0.1666667,0.5,0.2,0,0,0,0.4687787,0.4285714,0,0
0.8235294,0.25,0.2247828,0.06666667,0.5333334,0.3333333,0.7142857,0.8,0,1,0,0,0.4285714,0,0
0.7647059,0.5,0.4822764,0,0.8,0.1666667,0.7142857,0.2,0,0,0,0,0.4285714,0,1
0.03921569,0.25,0.3663307,0.06666667,0.5333334,0,0.4285714,0.6,0,0,0,0,0.4285714,0,0
0.627451,0.25,0.4261983,0.06666667,0.5333334,0.1666667,0.4285714,0.2,0,0,0,0,0.4285714,0,0
0.05882353,0.25,0.5996714,0.3333333,0.6,0,0.3571429,0.6,0.25,0,0,0,0.7142857,0,0
0.5490196,0.25,0.8884193,0,0.8,0.3333333,0.07142857,0.6,0,0,0,0.3232323,0.4285714,0,0
0.254902,0.375,0.1076265,0.3333333,0.6,0.1666667,0,0.6,0,0,0,0,0.4285714,0,0
0.6078432,0.25,0.5432972,0.1333333,0.4,0,0.6428571,0.8,0,0,0,0,0.4285714,0.1219512,0
0.07843138,0.25,0.4353532,0.3333333,0.6,0,0.6428571,0.6,0,0,0,0,0.4285714,0,0
0.2745098,0.25,0.165419,0.3333333,0.6,0.1666667,0.3571429,0.2,0,0,0,0,0.2857143,0.07317073,1
0.6078432,0.125,0.5983868,0.4,0.7333333,0.1666667,0.2142857,0.2,0,0,0,0,0.4285714,0,0
0.7058824,0.125,0.1758108,0,0.8,0.1666667,0.2142857,0.2,0,0,0,0,0.4285714,0,0
0.627451,0.25,0.190453,0.06666667,0.5333334,0.6666667,0,0.8,0,1,0,0,0.4285714,0,0
0.1568628,0.25,0.6568957,0.06666667,0.5333334,0,0.1428571,0,0,0,0,0,0.07142857,0,0
0.7843137,0.375,0.7713084,0,0.8,0.1666667,0.2142857,0.2,0.25,0,0,0,0.4285714,0,1
0.7058824,0.25,0.3091829,0.06666667,0.5333334,0.1666667,0.6428571,0.2,0,0,0,0,0.2857143,0,0
0.5294118,0.25,0.2709609,0.2,0.8666667,0.3333333,0.07142857,0.8,0,1,0,0,0.4285714,0,0
0.4705882,0,0.2070842,0.4666667,0.6666667,0.1666667,0.4285714,0.2,0,0,0,0,0.4285714,0,0
0.2352941,0.25,0.6126875,0.4666667,0.6666667,0,0.2142857,0,0,0,0,0,0.6428571,0,0
0.1568628,0.25,0.04154101,0.3333333,0.6,0.1666667,0.07142857,0.4,1,1,0,0,0.4285714,0,0
0.509804,0.25,0.5327598,0.3333333,0.6,0.1666667,0.7142857,0.2,0,0,0,0,0.4285714,0,1
0.5686275,0.25,0.4818346,0.7333333,0.1333333,0.1666667,0.6428571,0.2,0,0,0,0,0.4285714,0.09756097,0
0.3529412,0.25,0.09903269,0.4666667,0.6666667,0.1666667,0.2857143,0.2,0,0,0,0,0.4285714,0.1219512,0
0.4705882,0.25,0.3163726,0.06666667,0.5333334,0.1666667,0,0.2,0,0,0,0,1,0,0
0.254902,0.25,0.4137338,0.06666667,0.5333334,0.1666667,0.6428571,0.2,0,0,0.0501305,0,0.4285714,0,0
0.254902,0.25,0.10654,0,0.8,0.1666667,0.3571429,0.2,0,0,0.02407024,0,0.4285714,0,0
0.2941177,0.625,0.6663419,0.5333334,0.2,0.5,0.7857143,0,0,0,0,0,0.4285714,0.07317073,0
0.6078432,0.25,0.3217882,0.06666667,0.5333334,0.1666667,0.5,0.2,0,0,0,0,0.4285714,0,0
0.4901961,0.25,0.2429708,0.6,1,0.1666667,0.2142857,0.2,0,0,0,0,0.7857143,0,1
0.372549,0.25,0.3358692,0.06666667,0.5333334,0.1666667,0.4285714,0.2,0,0,0,0,0.4285714,0,0
0.2156863,0.25,0.4018639,0.3333333,0.6,0.3333333,0,0,0,1,0,0,0.4285714,0,0
0.7058824,0.25,0.3700366,0.06666667,0.5333334,0.1666667,0,0.4,0,1,0,0,0.4285714,0,1
0.1568628,0.625,0.4436652,0.3333333,0.6,0,0.7857143,0.6,0,0,0,0,0.4285714,0,0
0.2745098,0.25,0.7046379,0,0.8,0.6666667,0.3571429,0.6,0.25,1,0,0,0.4285714,0,0
0.1176471,0.25,0.4699242,0.3333333,0.6,0,0.6428571,0,0,0,0,0,0.4285714,0,0
0.1960784,0.25,0.47528,0.06666667,0.5333334,0,0.2857143,0.6,0,0,0,0,0.4285714,0.09756097,0
0.4509804,0.25,0.04139535,0.4,0.7333333,0.1666667,0,0.2,0,0,0,0,0.4285714,0,0
0.2745098,0.5,0.2651657,0.5333334,0.2,0.1666667,0.5714286,0.2,0,0,0,0,0.4285714,0,0
0.6862745,0.25,0.6247436,0,0.8,0.1666667,0.2857143,0.2,0,0,0,0,0.4285714,0.02439024,0
0.5686275,0.25,0.08772872,0.06666667,0.5333334,0.1666667,0.2857143,0.4,0,1,0,0,0.4285714,0,0
0.8235294,0.25,0.3463756,0.06666667,0.5333334,0.1666667,0.3571429,0.2,0,0,0,0,1,0,0
0.5294118,0.25,0.7849094,0.06666667,0.5333334,0.3333333,0.4285714,0,0,1,0.1434414,0,0.4285714,0,1
0.7058824,0.25,0.7912658,0.06666667,0.5333334,0.3333333,0.3571429,0.6,0,1,0,0,0.07142857,0,0
0.627451,0.5,0.60497,0.06666667,0.5333334,0.1666667,0.8571429,0.2,0,0,0,0,0.4285714,0,1
0.254902,0.25,0.09421406,0.2666667,0.2666667,0,0.3571429,0,0,0,0,0,0.4285714,0,0
0.7843137,0.25,0.5613755,0.4666667,0.6666667,0.1666667,0.2142857,0.2,0,0,0,0,0.4285714,0,0
0.3921569,0.25,0.6491352,0.3333333,0.6,0.3333333,0.4285714,0.8,0,1,0,0,0.4285714,0,0
0.254902,0.25,0.2456333,0.06666667,0.5333334,0.1666667,0.3571429,0.4,0.5,1,0,0.3611111,0.07142857,0.07317073,0
0.3333333,0.5,0.5048294,0,0.8,0.1666667,0.8571429,0.2,0,0,0,0,0.4285714,0,1
0.3921569,0.25,0.4484456,0.3333333,0.6,0.1666667,0.3571429,0.2,0,0,0,0,1,0,1
0.6078432,0.25,0.373019,0.4,0.7333333,0.3333333,0.07142857,0.8,0,1,0,0,0.4285714,0.1463415,0
0.2941177,0.375,0.5600192,0.06666667,0.5333334,0,0.2857143,0.6,0.25,0,0,0,0.4285714,0,0
0.05882353,0.25,0.4141015,0.3333333,0.6,0,0.7142857,0.6,0,1,0,0,0.4285714,0,0
0.2352941,0.25,0.2114515,0.06666667,0.5333334,0,0.4285714,0,0,0,0,0,0.4285714,0,0
0.2941177,0.75,0.7229907,0.06666667,0.5333334,0.1666667,0.4285714,0.2,0,0,0.07688077,0,0.4285714,0,1
0.254902,0.25,0.4298636,0.1333333,0.4,0,0.1428571,0.6,0,0,0,0,0.4285714,0,0
0.2745098,0.5,0.4164058,0.06666667,0.5333334,0,0,0,0,1,0,0,0.4285714,0,0
0.4901961,0.25,0.2622167,0.06666667,0.5333334,0.1666667,0.1428571,0.2,0,0,0,0,0.4285714,0,0
0.1372549,0.25,0.9969125,0,0.8,0,0.3571429,1,0,0,0,0,0.4285714,0,0
0.4117647,0.25,0.1204563,0.6666667,0.9333333,0.1666667,0.2142857,0.2,0,0,0,0,0.4285714,0,1
0.372549,0.25,0.2100953,0.06666667,0.5333334,0,0.6428571,0.6,0,1,0,0,0.4285714,0,0
0.627451,0.5,0.4357615,0.4666667,0.6666667,0.1666667,0.4285714,0.2,0.25,0,0,0,0.4285714,0,1
0.09803922,0.25,0.2095413,0.06666667,0.5333334,0,0.4285714,0,0,0,0,0,0.5,0,0
0.07843138,0.25,0.4418361,0.3333333,0.6,0,0.2857143,0.6,0,1,0,0,0.4285714,0,0
0.254902,0.25,0.148678,0,0.8,0,0.07142857,0.6,0.25,0,0,0,0.4285714,0.1707317,0
0.03921569,0.25,0.6846566,0.3333333,0.6,0,0.2857143,0.6,0.25,0,0,0,0.07142857,0,0
0.5882353,0.25,0.6517571,0,0.8,0.1666667,0.07142857,0.4,0,1,0,0,0.4285714,0,1
0.2745098,0.25,0.2389235,0.4,0.7333333,0.1666667,0,0.2,0,0,0,0,0.4285714,0,1
0.3529412,0.625,0.2732317,0.06666667,0.5333334,0.1666667,0.7857143,0.2,0,0,0,0,0.4285714,0,0
0.4313726,0.25,0.837795,0.3333333,0.6,0.3333333,0.4285714,0,0,0,0,0,0.4285714,0,0
0.1372549,0.25,0.06792171,0.06666667,0.5333334,0,0.2857143,0,0,1,0,0.4044995,0.4285714,0,0
0.4117647,0.125,0.253365,0.06666667,0.5333334,0.1666667,0.4285714,0.2,0,0,0.04386044,0,0.07142857,0,0
0.5686275,0.25,0.3135621,0.4,0.7333333,0.3333333,0.7142857,0,0.25,1,0,0,0.1428571,0,0
0.4117647,0.375,0.26518,0.2,0.8666667,0.1666667,0.2142857,0.2,0,0,0,0,0.4285714,0.1951219,1
0.1960784,0.25,0.3539928,0.4666667,0.6666667,0.1666667,0,0.4,0,1,0,0,0.07142857,0,0
0.627451,0.25,0.1602112,0.3333333,0.6,0.1666667,0.4285714,0.2,0.5,0,0,0,0.4285714,0,1
0.8627451,0.75,0.1235366,0.06666667,0.5333334,0.1666667,0.4285714,0.2,0,0,0,0,0.4285714,0,0
0.1960784,0.25,0.5203168,0.3333333,0.6,0,0.3571429,0.6,0,1,0,0,0.4285714,0,0
0.5490196,0.25,0.4338823,0.4666667,0.6666667,0,0.2142857,0,0,1,0,0.359045,0.4285714,0,1
0.9215686,0.25,0.3972244,0.1333333,0.4,0.1666667,0.4285714,0.2,0,0,0,0.5002296,0.4285714,0,0
0.509804,0.625,0.3815364,0.3333333,0.6,0.3333333,0.7857143,0,0,1,0,0,0.4285714,0,0
0.5882353,0.5,0.408631,0.3333333,0.6,0.3333333,0,0.8,0,1,0,0,0.2857143,0.09756097,0
0.3333333,0.25,0.4377004,0.06666667,0.5333334,0,0,0,0,1,0,0,0.4285714,0,0
0.3137255,0.25,0.3536967,0,0.8,0,0.07142857,1,0.5,1,0,0,0.4285714,0.2195122,0
0.07843138,0.25,0.6716477,0.06666667,0.5333334,0,0.4285714,0.6,0,0,0,0,0.07142857,0,0
0.6862745,0.625,0.5683622,0.06666667,0.5333334,0.3333333,0.7857143,0,0,0,0,0,0.7857143,0,1
0.6078432,0.25,0.4127047,0.06666667,0.5333334,0.1666667,0.4285714,0.2,0,0,0,0,0.8571429,0,0
0.1176471,0.25,0.4767629,0,0.8,0,0.1428571,0,0,0,0,0,0.4285714,0,0
0.1568628,0.25,0.5680017,0.06666667,0.5333334,0,0.2857143,0.8,0,1,0,0,0.4285714,0,0
0.5294118,0.75,0.1516174,0.2,0.8666667,0.3333333,0.07142857,0.8,0.5,1,0,0,0.4285714,0,0
0.2156863,0.25,0.1756031,0.06666667,0.5333334,0,0.07142857,0,0.5,1,0,0,0.4285714,0.1463415,0
0.5490196,0.125,0.444618,0.2,0.8666667,0.1666667,0.3571429,0.2,0,0,0,0,0.4285714,0,1
0.372549,0.25,0.4591288,0.3333333,0.6,0.3333333,0.2857143,0.8,0,1,0,0,0.4285714,0.09756097,0
0.4313726,0.375,0.5267711,0.4,0.7333333,0,0.07142857,0,0,0,0,0,0.5714286,0,0
0.5686275,0,0.2095317,0.2,0.8666667,0.8333333,0.8571429,0.8,0,0,0,0,0.4285714,0,0
