0,0.6260388,0.6219931,0.4392523,0.02835194,0.2824773,0.02561475,0.002878289,0.44
0,0.04432133,0.4501718,0.03738318,0.1245717,0.1251259,0.1239754,0.001233553,0.12
0.5,0.06925208,0.06701031,0.6261683,0.03736045,0.3227593,0.3621926,0.004111842,0.2
0,0.0567867,0.6219931,0.5794392,0.02846247,0.271148,0.02894467,0.03166118,0.24
1,0.04155125,0.4329897,0.03271028,0.01127446,0.1125378,0.1009221,0.01110197,0.12
1,0.5844876,0,0.4392523,0.194208,0.01762336,0.1982582,0.002261513,0.16
0.5,0.06925208,0.7079038,0.06542056,0.4296452,0.02970796,0.3621926,0.006578947,0.64
0.5,0.7506925,0.7250859,0.5794392,0.04238974,0.03688318,0.3826844,0.005139803,0.48
0,0.6537396,0.05841924,0.5794392,0.2815298,0.2724068,0.2879098,0.03371711,0.2
0.5,0.07202216,0.07044674,0.06542056,0.4943075,0.3957704,0.03842213,0.006373355,0.6
0.5,0.7229917,0.06013746,0.06074766,0.3351387,0.02429507,0.3775615,0.004111842,0.4
0,0.05540166,0.05498282,0.04672897,0.02238311,0.2107251,0.0204918,0.02754934,0.24
0,0.06371191,0.06013746,0.6261683,0.2992152,0.2736657,0.02407787,0.003700658,0.28
0.5,0.7368421,0.6907216,0.6728972,0.3782469,0.3429003,0.04354508,0.04194079,0.24
0.5,0.06094183,0.604811,0,0.262739,0.2107251,0.2059426,0.03782895,0.24
0,0.002770083,0.001718213,0.05607476,0.3671935,0.03235146,0.03381148,0.004728619,0.32
1,0.4875346,0.04295533,0.3925234,0.1604952,0.01183283,0.1009221,0.0234375,0.12
0.5,0.0567867,0.0532646,0,0.02487012,0.02353978,0.02202869,0.002467105,0.24
0,0.501385,0.5017182,0.03271028,0.1411518,0.01208459,0.0107582,0,0.12
0,0.05817175,0.04982818,0,0.02100144,0.2145015,0.01895492,0.0234375,0.2
0,0.4875346,0.04295533,0.4392523,0.1356251,0.1200906,0.015625,0.01521382,0.28
1,0.04847645,0.4673539,0,0.1245717,0.0008811682,0.01229508,0.01726974,0.24
0.5,0.7783933,0.07044674,0.7196262,0.5191776,0.5380161,0.05455942,0.005345395,0.32
0.5,0.07202216,0.7079038,0.6261683,0.4219078,0.03990433,0.005122951,0.0002055921,0.2
0.5,0.8476454,0.07731958,0.7663552,0.6418703,0.06445116,0.07684426,0.0625,0.24
0.5,0.0734072,0.07044674,0.06074766,0.5130982,0.4813696,0.04789959,0.0004111842,0.28
0.5,0.07617728,0.07216495,0.8598131,0.5501271,0.4964753,0.06941599,0.05838816,0.28
0,0.07756232,0.7594502,0.06074766,0.05139825,0.04468782,0.05968238,0.005550987,0.32
0,0.833795,0.8109966,0.07943925,0.5175196,0.0494713,0.05584016,0.06044408,0.44
0,0.7922438,0.7250859,0.06074766,0.4771748,0.04934542,0.05788935,0.0002055921,0.28
0,0.07617728,0.07560138,0.7663552,0.5512325,0.4952165,0.06173156,0.006578947,0.24
0.5,0.0900277,0.0910653,0.7663552,0.09052724,0.7620846,0.7182377,0.009251645,0.44
0,0.9168975,0.8969072,0.7663552,0.0738919,0.6941088,0.9154713,0.006990131,0.56
0,0.6398892,0.604811,0.4859813,0.2649497,0.02844914,0.03150615,0.02549342,0.16
0.5,0.07063712,0.8109966,0.7196262,0.06720459,0.6676737,0.7873976,0.00678454,0.48
0.5,0.05817175,0.604811,0.4859813,0.2887145,0.02970796,0.2981557,0.02960526,0.16
0.5,0.7922438,0.7594502,0.6261683,0.04874544,0.04783484,0.5210041,0.005139803,0.28
0,0.4875346,0.04467354,0.03738318,0.180944,0.0167422,0.02177254,0.001644737,0.2
0.5,0.05817175,0.5704467,0.4859813,0.02343318,0.2346425,0.02305328,0.0234375,0.2
0.5,0.07202216,0.7250859,0.6261683,0.4705427,0.0454431,0.04994877,0.005345395,0.4
1,0.04986149,0.5017182,0.4392523,0.01116392,0.1100201,0.01127049,0.01521382,0.12
0,0.06094183,0.05841924,0.05140187,0.3202167,0.0367573,0.05788935,0.002672697,0.2
0.5,0.05955679,0.6391752,0.05140187,0.254449,0.2233132,0.002561475,0.002878289,0.12
1,0.4459834,0.4158076,0.02803738,0.00884271,0.0949144,0.06506147,0.009046053,0.08
0.5,0.7229917,0.7250859,0.07009346,0.4617,0.4461229,0.5466189,0.05016447,0.2
1,0.06786703,0.0652921,0.05140187,0.03282856,0.3001007,0.02817623,0.003700658,0.16
0,0.001385042,0.04982818,0.4392523,0.01669062,0.1679255,0.001280738,0,0.12
0,0.66759,0.05670103,0.05607476,0.2992152,0.3265358,0.02433402,0.003083882,0.24
0.5,0.06094183,0.05670103,0.05140187,0.2638444,0.264854,0.2699795,0.002878289,0.24
0,0.5567867,0.04810997,0,0.0212225,0.02165156,0.2341188,0.002055921,0.12
0.5,0.002770083,0.001718213,0.06074766,0.3655355,0.3227593,0.4492828,0.004317434,0.16
0,0.6121883,0.05498282,0.05140187,0.2445009,0.0240433,0.2443648,0.02754934,0.16
0,0.06094183,0.6563574,0.6261683,0.3257433,0.3479356,0.002817623,0.003289474,0.16
0.5,0.6952909,0.001718213,0.5794392,0.03216536,0.03084089,0.003073771,0.03577303,0.12
0,0.05817175,0.5876288,0.4859813,0.2273682,0.00213998,0.2879098,0.02754934,0.12
0,0.6952909,0.6907216,0.04672897,0.03448657,0.03826788,0.003842213,0.03577303,0.2
0.5,0.06925208,0.0652921,0.05607476,0.384879,0.03789023,0.4953893,0.0002055921,0.24
0,0.5844876,0.5532646,0.4392523,0.2091301,0.2145015,0.001793033,0,0.12
0,0.06786703,0.001718213,0.05140187,0.003150216,0.02933031,0.3365779,0.03782895,0.16
0,0.6537396,0.604811,0.05140187,0.002597546,0.02933031,0.2597336,0.02754934,0.16
0.5,0.7783933,0.07044674,0.07009346,0.05051398,0.04443605,0.4953893,0.006373355,0.32
0.5,0.8199446,0.8453608,0.8598131,0.07096275,0.05224068,0.0571209,0.09950658,0.36
0.5,0.6537396,0.06185567,0.05140187,0.2931359,0.2686304,0.2955943,0.003289474,0.24
1,0.03878116,0.3986254,0.02803738,0.008290041,0.007804633,0.1034836,0.009046053,0.08
0,0.7645429,0.7250859,0.05607476,0.4235658,0.03310675,0.04277664,0.05633224,0.36
0.5,0.001385042,0.04982818,0.04672897,0.01945396,0.1767372,0.2520492,0,0.16
0.5,0.8199446,0.8109966,0.07476635,0.06886261,0.005916415,0.05737705,0.08717106,0.64
0,0.07479224,0.07731958,0.8130841,0.06543606,0.05954179,0.06659836,0.007606908,0.28
0.5,0.833795,0.07216495,0.9065421,0.06062783,0.06042296,0.741291,0.06455592,0.36
0.5,0.004155125,0.8109966,0.06542056,0.5567591,0.5568983,0.05635246,0.005550987,0.44
0,0.8199446,0.8109966,0.06074766,0.05211673,0.4561934,0.04815574,0.06455592,0.2
0.5,0.004155125,0.07560138,0.06542056,0.05090085,0.04556898,0.04943648,0.0625,0.24
0.5,0.7645429,0.7250859,0.06074766,0.04349508,0.03537261,0.4082992,0.05838816,0.28
0.5,0.8476454,0.8109966,0.07476635,0.6092628,0.5908862,0.6029713,0.07072368,0.4
0.5,0.7922438,0.7594502,0.06074766,0.05195092,0.4838872,0.06429303,0.05838816,0.2
0.5,0.06786703,0.7250859,0.7663552,0.5462584,0.04972306,0.05737705,0.006373355,0.48
0,0.07617728,0.07216495,0.06074766,0.05593014,0.004657603,0.05507172,0.007195724,0.4
0.5,0.07479224,0.7938144,0.07943925,0.07151542,0.04254783,0.5696721,0.00884046,0.32
0,0.8614959,0.7938144,0.06074766,0.06598873,0.6072508,0.0522541,0.0006167763,0.36
0,0.0734072,0.07044674,0.07009346,0.4777274,0.4159114,0.53125,0.005139803,0.24
