0.3556906,0.5879458,0.4371938,0.2635422,0.7928437,1,0.771246,1,0.9073604,1,0.8527974,0.1754014,0.8482171,0.6166385,0.3687989,0.7910924,0.1863397,0.5354173,1,0.3952042,0.6709858,0.6147744,0.6787767,0.436989,0.941588,0.9213713,0.5486422,1,1,1,0
0.4916821,0.300123,0.5349794,0.4180676,0.6471405,0.5694088,0.5041534,0.7689164,0.5837563,0.532573,0.4951155,0.1166247,0.4607131,0.6154311,0.2890263,0.3412302,0.120869,0.3260683,0.24178,0.1990568,0.742124,0.4784333,0.7627434,0.705229,0.7330707,0.5464579,0.4277157,0.6761165,0.4614291,0.5874013,0
0.564299,0.6765068,0.6315892,0.4905756,0.6421846,0.6571148,0.5939297,0.8890684,0.7506344,0.4834394,0.4325044,0.1413471,0.5203534,0.5287974,0.2003291,0.3584022,0.1169519,0.3515916,0.237388,0.1356868,0.7446646,0.8244918,0.8146432,0.7016813,0.6733003,0.5631499,0.4305112,0.8,0.5412099,0.4413787,0
0.9405864,0.8075031,0.9490495,0.9370012,0.2131034,0.3055345,0.317508,0.5098859,0.431472,0.03356005,0.6478685,0.1581531,0.6771852,0.8988772,0.4016553,0.317277,0.1662607,0.5712647,0.4046835,0.1001749,0.9161586,0.6722856,0.9221502,0.9133117,0.2847925,0.181318,0.1854633,0.4345631,0.2226959,0.06503101,0
0.6606813,0.7250923,0.7511267,0.5899134,0.5014372,0.7935885,0.6798722,0.7628327,0.5723349,0.5477079,0.223357,0.1782761,0.4114863,0.3745472,0.2351299,0.6246226,0.1810731,0.466877,0.2010541,0.3421979,0.6862296,0.8879523,0.8628361,0.6375135,0.6379814,0.8183635,0.5545527,0.8574758,0.3824604,0.7461584,0
0.6355955,0.2177122,0.6308054,0.5695364,0.3496878,0.2340466,0.2129073,0.4544677,0.4555837,0.1274402,0.3516874,0.09415771,0.4105396,0.5058561,0.336491,0.1350571,0.07857143,0.377115,0.2048472,0.06680232,0.6963922,0.2558255,0.6941612,0.6583372,0.4946682,0.1647357,0.1908946,0.5001942,0.2568006,0.1475507,1
0.5748614,0.300738,0.5949441,0.4909153,0.4459313,0.4068502,0.1459425,0.2956274,0.5076142,0.3566571,0.1636323,0.08511344,0.1975386,0.237503,0.1188613,0.1829636,0.05589204,0.1861199,0.1445569,0.07274473,0.6189024,0.3168071,0.6272474,0.5338578,0.4077294,0.2748817,0.1509585,0.2828349,0.2988226,0.2259954,1
0.1027198,0.09963099,0.09935331,0.07301749,0.3953811,0.1721609,0.09444089,0.1973384,0.4111675,0.3772757,0.3681172,0.1357746,0.3635216,0.2685946,0.3935284,0.1319946,0.06533904,0.4075136,0.2142301,0.0985586,0.07647349,0.07734256,0.05338271,0.04704612,0.4158799,0.09610041,0.07082269,0.2418253,0.1498173,0.1911877,1
0.7293373,0.6703567,0.7517146,0.6827984,0.354049,0.3418267,0.4214058,0.5321293,0.4555837,0.2061856,0.3874334,0.1451064,0.5995582,0.5466071,0.2076582,0.3029488,0.1584924,0.332951,0.2144298,0.1486651,0.7954777,0.8061478,1,0.7946937,0.4987435,0.4354334,0.4142173,0.5619418,0.3814454,0.3921386,0
0.5682599,0.4674047,0.5357633,0.4973679,0.27079,0.0691063,0.08185304,0.2778517,0.1903553,0.1487169,0.160746,0.4376631,0.130325,0.2221082,0.131575,0.02895174,0.04420672,0.3338113,0.3427961,0.04193923,0.4664634,0.4318294,0.4116775,0.4033627,0.1755077,0.02075532,0.03860224,0.1946796,0.05582621,0.05501314,1
