0.4313726,0,0.1765445,0,0.7272727,0,0,0,0,0,0.4285714,0,0
0.4117647,0.25,0.5658625,0.06666667,0.3636364,0.3333333,0.1428571,0,0,0,0.4285714,0,0
0.7058824,0.25,0.6196252,0.1333333,0.1818182,0.1666667,0.1428571,0.2,0.25,0,0.4285714,0,0
0.2156863,0.25,0.9118686,0,0.7272727,0.1666667,0.2142857,0.4,0.25,1,0.4285714,0.02439024,0
0.3921569,0.25,0.7601578,0.2,0.8181818,0.1666667,0.07142857,0.4,0,1,0.4285714,0,0
0.6862745,0.125,0.5489402,0.06666667,0.3636364,0.1666667,0.07142857,0.2,0,0,0.7857143,0,1
0.4901961,0.25,0.4074718,0,0.7272727,0.1666667,0.07142857,0.2,0,0,0.4285714,0,1
0.254902,0,0.3563106,0,0.7272727,0.1666667,0.2142857,0.2,0.5,0,0.4285714,0.04878049,1
0.4509804,0.25,0.3012796,0.4666667,0.5454546,0.1666667,0.4285714,0.2,0.5,0,0.4285714,0.07317073,1
0.1568628,0.125,0.4562514,0.06666667,0.3636364,0,0.5,0.6,0,0,0.07142857,0,0
0.2941177,0.25,0.484628,0.06666667,0.3636364,0,0.5714286,0.8,0,0,0.4285714,0,0
0.509804,0.125,0.7815586,0.2,0.8181818,0.3333333,0.07142857,0.8,0,1,0.7857143,0,1
0.3529412,0.375,0.1746533,0.2666667,0,0.1666667,0.5,0.2,0.25,0,0.4285714,0,0
0.509804,0.25,0.287934,0.1333333,0.1818182,0.1666667,0.6428571,0.2,0,0,0.4285714,0,0
0.8235294,0.25,0.2653241,0.06666667,0.3636364,0.3333333,0.7142857,0.8,0,1,0.4285714,0,0
0.7647059,0.5,0.5692587,0,0.7272727,0.1666667,0.7142857,0.2,0,0,0.4285714,0,1
0.03921569,0.25,0.4324014,0.06666667,0.3636364,0,0.4285714,0.6,0,0,0.4285714,0,0
0.627451,0.25,0.5030665,0.06666667,0.3636364,0.1666667,0.4285714,0.2,0,0,0.4285714,0,0
0.05882353,0.25,0.707827,0.3333333,0.4545455,0,0.3571429,0.6,0.25,0,0.7142857,0,0
0.254902,0.375,0.1270378,0.3333333,0.4545455,0.1666667,0,0.6,0,0,0.4285714,0,0
0.6078432,0.25,0.6412852,0.1333333,0.1818182,0,0.5714286,0.8,0,0,0.4285714,0.09756097,0
0.07843138,0.25,0.5138726,0.3333333,0.4545455,0,0.5714286,0.6,0,0,0.4285714,0,0
0.2745098,0.25,0.1952537,0.3333333,0.4545455,0.1666667,0.3571429,0.2,0,0,0.2857143,0.07317073,1
0.6078432,0.125,0.7063106,0.4,0.6363636,0.1666667,0.2142857,0.2,0,0,0.4285714,0,0
0.7058824,0.125,0.2075197,0,0.7272727,0.1666667,0.2142857,0.2,0,0,0.4285714,0,0
0.627451,0.25,0.2248027,0.06666667,0.3636364,0.6666667,0,0.8,0,1,0.4285714,0,0
