0.3050847,0.2947368,0.07964602,0.1080503,0.09305912,0.08838643,0.09151291,0.125,0
0.6101695,0.6210526,0.119469,0.3495587,0.2544987,0.2795478,0.298155,0.375,1
0.4576271,0.5052631,0.1106195,0.2634394,0.2123393,0.2230216,0.2169742,0.5,0
0.2711865,0.2736842,0.07079646,0.09708478,0.08277635,0.06988695,0.06937269,0.125,2
0.4322034,0.368421,0.08407079,0.175448,0.1357327,0.1479959,0.1653136,0.25,2
0.5169492,0.5157894,0.1106195,0.2599626,0.2133676,0.2199383,0.2317343,0.375,0
0.6016949,0.536842,0.1238938,0.3118481,0.1902314,0.2918808,0.298155,1,1
0.440678,0.4736842,0.09734514,0.2046002,0.162982,0.1551901,0.1874539,0.5,0
0.5423729,0.536842,0.119469,0.2770794,0.2143959,0.1839671,0.2686347,0.625,0
0.6186441,0.5894737,0.1283186,0.3535704,0.2709512,0.340185,0.2907749,0.5,1
0.5084746,0.4842105,0.08849557,0.2417759,0.162982,0.1541624,0.2612546,0.5,1
0.5593221,0.5789474,0.1150442,0.3428724,0.2560411,0.2620761,0.3424354,0.75,0
0.3135593,0.3263158,0.07522124,0.1428189,0.08843187,0.06988695,0.1579336,0.125,2
0.4576271,0.4526316,0.08849557,0.2286708,0.1840617,0.1675231,0.1800738,0.5,1
0.3305085,0.3578947,0.07079646,0.1240973,0.09048843,0.07708119,0.1357934,0.125,0
0.4745762,0.4105263,0.08849557,0.1912276,0.1660668,0.1428571,0.1579336,0.375,0
0.3135593,0.3263158,0.08407079,0.1187483,0.08894601,0.1161357,0.09889299,0.625,0
0.3559322,0.3157895,0.08849557,0.1080503,0.0730077,0.08941418,0.1136531,0.5,2
0.6694915,0.6631579,0.1371681,0.4899705,0.4303342,0.4285714,0.3867159,0.75,1
0.6440678,0.6105263,0.119469,0.3958277,0.3177378,0.4203494,0.2833948,0.375,1
0.7542373,0.7473683,0.1460177,0.6087189,0.5182519,0.6073998,0.4383764,0.5,1
0.6610169,0.6631579,0.1238938,0.4840866,0.3840617,0.3751284,0.4309963,0.625,1
0.6949152,0.6842105,0.1637168,0.5199251,0.396401,0.5477903,0.4088561,0.625,1
0.7118644,0.6736842,0.1238938,0.4854239,0.3568123,0.4696814,0.401476,0.75,0
0.6864406,0.6315789,0.1238938,0.449318,0.3948586,0.4552929,0.2833948,0.625,0
0.6949152,0.7263157,0.1460177,0.5209949,0.3953727,0.4861253,0.4752768,0.5,0
0.9067796,0.8947368,0.1769911,0.9018454,0.6416453,0.8345324,0.7114391,0.875,1
0.5000001,0.4842105,0.09292035,0.2439155,0.2241645,0.2435765,0.1726937,0.25,0
0.4745762,0.4842105,0.09292035,0.2669163,0.2344473,0.2281603,0.202214,0.25,1
0.6864406,0.6736842,0.119469,0.4597486,0.3825193,0.4069887,0.3719557,0.625,1
0.3135593,0.3473684,0.07964602,0.1626103,0.1285347,0.1654676,0.1210332,0.375,0
0.4745762,0.4421053,0.09292035,0.2147633,0.1825193,0.1757451,0.1579336,0.375,1
0.6440678,0.6315789,0.119469,0.4428991,0.362982,0.3915724,0.3867159,1,1
0.3728814,0.3578947,0.08407079,0.09601498,0.08071979,0.08119219,0.09889299,0.125,2
0.5084746,0.5157894,0.1061947,0.2974057,0.2920308,0.4552929,0.1948339,0.375,0
0.4915255,0.5263157,0.1061947,0.2337523,0.1732648,0.2147996,0.2095941,0.125,1
0.2627119,0.2526316,0.0619469,0.07354908,0.06838045,0.04110997,0.05461255,0,2
0.6016949,0.6315789,0.1415929,0.4343407,0.3552699,0.4275436,0.3498155,0.375,1
0.5932203,0.6,0.1061947,0.3056967,0.2359897,0.2168551,0.2686347,0.25,2
0.3898305,0.4105263,0.08407079,0.1495052,0.1280206,0.1120247,0.1357934,0.125,0
0.5338984,0.4947369,0.1150442,0.2770794,0.2575835,0.1860226,0.2243542,0.5,0
0.5084746,0.4947369,0.1061947,0.2428457,0.2071979,0.2055498,0.2095941,0.5,1
0.3983051,0.3894737,0.08849557,0.1933672,0.1686375,0.1767728,0.1505535,0.125,0
0.5593221,0.5789474,0.1238938,0.3412677,0.2544987,0.3494347,0.3129151,0.25,1
0.4661017,0.4736842,0.1061947,0.2241241,0.1881748,0.1849949,0.1874539,0.25,0
0.5084746,0.5473683,0.119469,0.3027547,0.2750642,0.2353546,0.2391144,0.25,0
0.5677966,0.5789474,0.1106195,0.2992779,0.2437018,0.2559095,0.2464945,0.125,1
0.4745762,0.4631579,0.09292035,0.2075421,0.1758355,0.2199383,0.1874539,0.125,0
0.5677966,0.5894737,0.09734514,0.3217438,0.3043702,0.3175745,0.2464945,0.375,0
0.6101695,0.6,0.1150442,0.3599893,0.3012853,0.3864337,0.2833948,0.5,1
0.4322034,0.4210526,0.08407079,0.1898904,0.1660668,0.1531346,0.1357934,0.125,0
0.5932203,0.5789474,0.1061947,0.2976731,0.2313625,0.2589928,0.2612546,0.25,0
0.5169492,0.4842105,0.1061947,0.2441829,0.2313625,0.1973278,0.1874539,0.25,0
0.6694915,0.6631579,0.1415929,0.4768655,0.3547558,0.3864337,0.4605166,0.75,1
0.7203391,0.7789474,0.1637168,0.6747794,0.418509,0.4491264,0.7040591,0.875,1
0.5169492,0.5578947,0.1061947,0.2711955,0.2102828,0.2261048,0.2391144,0.5,1
0.2372881,0.2315789,0.0619469,0.06820005,0.05552699,0.07194244,0.05461255,0,2
0.6525424,0.6315789,0.1150442,0.3974324,0.2622108,0.3340185,0.394096,0.875,0
0.3898305,0.4105263,0.09734514,0.1762503,0.1352185,0.1911613,0.1357934,0.25,1
0.6779661,0.7473683,0.1548673,0.6212891,0.4781491,0.5251799,0.5490775,0.625,0
0.7372882,0.6842105,0.1725664,0.5747526,0.485347,0.5837616,0.4531365,0.875,1
0.7203391,0.736842,0.1238938,0.4923776,0.3634962,0.3771839,0.4531365,0.375,0
0.7288136,0.7263157,0.1327434,0.4806098,0.3640103,0.3874615,0.4383764,0.5,1
